-9.399288131129720503e-01,-9.802415693401476116e-01,-1.918220805456177236e-01,4.922292782071268080e-01,-1.098366730227134935e+00,-7.898578570165905310e-02,3.493930155643104052e-01,-2.716943012613918795e-01,-9.399851341616797251e-01,2.253811021049871577e-01,-9.948267994493514843e-01,4.247690934784860706e-01,-3.154908127443070698e-01,-1.413465272428279018e+00,8.520754118028829316e-01,4.976799672108215833e-01,-1.555637041592855194e-02,-9.024257686604492124e-01,-3.552153456902085171e-02,-9.990644898776880334e-01
7.096127599063024594e-01,2.974266487615175314e-01,-1.028220140671660898e+00,-1.136978322708075417e+00,-8.316331491150629196e-01,9.153961734925271099e-01,-1.246338463843431166e+00,-3.780240098544283139e-02,-6.186290272196782319e-02,-5.058105059639895762e-01,2.077212200738688952e-01,-1.028934751342565734e+00,5.233186955027081533e-01,-2.964249322380392571e-02,-1.073222792225541511e+00,-3.071743076478041790e-01,-2.523950854035879598e-01,-1.373797488367013431e+00,3.454052833195508376e-01,4.730124731540986116e-01
7.362896978848626484e-02,6.174686783314268235e-01,5.750779200788751211e-02,-4.514904115912279359e-01,-1.052693210522419376e+00,5.472630165416942916e-01,-1.041945204251096824e+00,5.547668553276099423e-01,-1.856874766726593073e-01,1.986329499564797041e-01,-1.245002396158937596e+00,-4.665468397870594641e-01,-6.713126944647819228e-01,-1.159651030028465035e+00,8.381842617022157160e-01,-8.768798043650456453e-01,-1.090537242565872811e+00,4.823942918290920201e-02,-9.333205397189797692e-01,1.454493106017916981e-01
-6.785584911068881508e-02,-9.140088052470523028e-01,1.753646023149669775e-01,-7.114069055856562240e-01,7.187463435369516596e-01,8.370507564917809562e-01,-3.189027811196626372e-01,-1.798765942115106764e+00,3.822468146853632565e-01,1.952082756418806186e-01,6.899145727308617637e-01,-1.054273675533277665e-01,-1.019956857337824374e+00,-6.762588954251455564e-02,-3.334516768311252544e-01,-5.798464943764215507e-01,-2.123708816367092300e+00,-4.281985854183945062e-01,-1.048571203401861718e+00,1.068734954874876880e-01
-6.562479739908877452e-01,6.520291933845759336e-02,-1.139205485257827277e+00,1.718019337902219335e-01,3.080022387013837681e-01,-1.221482732869227483e+00,-8.936695065657966897e-01,3.780753750893904308e-01,-9.292586243552657388e-01,-1.398180996205844240e+00,3.550145588591447909e-01,9.218559916027520007e-01,1.025433090690598820e-01,-5.928769404893392825e-02,-6.437169135251409324e-01,5.710895281245413901e-01,1.901635501533742445e-02,-8.982694990220431164e-01,1.065798974338924843e-01,-9.050141221053764617e-01
-1.567258108243168913e+00,-1.233438934884518723e-01,4.046903970593018207e-01,-1.430243064944844322e+00,1.378199670281447797e-01,-1.110075329098630714e+00,3.860689550844678686e-01,-5.027135944489240504e-01,5.051308151945910208e-02,8.523124921146745664e-03,-1.294148091509049525e+00,4.305891809608982657e-01,3.050580553213429469e-01,6.632511135387895163e-01,-6.304952134085241022e-01,-9.363265817640789024e-01,-2.734376358891440484e-01,-3.714335341619848796e-01,-1.041441962898208784e+00,-3.153083882782374558e-02
-9.188070278516229372e-01,1.539802865455752456e-01,-1.391833558046337904e+00,2.606088118573295365e-01,-3.931985513114896191e-01,-5.772407363784223255e-01,-8.104810869684615504e-01,-4.812803414102644339e-01,2.643866293379361077e-01,5.065184954943032780e-01,-9.117106180581004971e-01,-1.122399332468744459e+00,-1.110111315648940833e+00,5.891257573180720408e-01,-4.918235503584201251e-01,6.189515217178169770e-01,-4.607164842754298828e-01,6.193271009136146477e-01,2.084100351108787164e-01,-8.249463414666341476e-01
8.976488781872435374e-02,-1.098657384167990969e+00,-7.835321393998796458e-01,6.973979522301019252e-01,2.415998567630252836e-01,-1.073240038347245573e+00,3.269722971685640189e-01,4.823842980101998856e-01,6.408801313804853017e-02,-1.514029854510806183e+00,1.519800015110332470e-01,-7.763965156102294873e-01,4.593586730416954200e-01,-5.293401197929052948e-01,-1.985918277528835041e-01,-3.846874267013191129e-01,-1.130285007731726798e+00,3.301843852558918879e-01,-1.000429981792082090e+00,4.595893172956856398e-01
7.585584126406887950e-01,5.735750946278886930e-01,2.526807139427246773e-01,-2.321677416419886675e-01,-1.311800714844819193e+00,-5.407357713321446768e-01,7.104273403258831721e-01,-8.463890220889358496e-01,1.821805298539918849e-01,1.381812134947037751e-01,1.034333480527524385e+00,-9.897645878393401819e-01,-6.419457169486295633e-01,-9.980522714975456067e-01,-9.541265406278868211e-01,2.279367241691023505e-01,2.264184196163298302e-01,-3.732676761728635495e-01,-6.803450067751949382e-01,-1.181582240668680450e+00
3.313907500406075846e-01,-1.238942917605150074e+00,-1.393780496520948264e-01,-1.315903925675233177e+00,5.699886370305918826e-01,1.029597445209998359e-02,2.516915833303913774e-01,-7.866215849827631335e-01,-1.277395885537523812e+00,-1.377365608986341972e+00,7.019422201807989925e-01,-6.268967058298478834e-02,-5.811844552370569739e-01,-2.100863423479885084e-01,8.182887777074973057e-01,-8.647420458413912492e-01,4.262653666454704893e-01,-4.743513525388252661e-01,3.261065037781485931e-01,-7.626538760717226362e-01
